keyword,best_position,best_position_url,volume,keyword_difficulty
"take away containers",2,https://takeawaypackaging.co.uk/product-category/hot-food-containers/,350,0
"takeaway box",2,https://takeawaypackaging.co.uk/online-shop/hot-food-containers/kraftware/,350,3
"take away boxes",12,https://takeawaypackaging.co.uk/,350,1
"bagasse plates",8,https://takeawaypackaging.co.uk/online-shop/hot-food-containers/bagasse-tableware/,350,0
"takeaway cups",2,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,300,0
"disposable plastic cups",6,https://takeawaypackaging.co.uk/online-shop/disposable-cups/,300,0
"paper bags for food",7,https://takeawaypackaging.co.uk/online-shop/paper-bags-food-carriers/,300,0
"16oz cup",7,https://takeawaypackaging.co.uk/product/16oz-black-double-wall-recyclable-cup-mm-qty-500/,300,0
"burger packaging",10,https://takeawaypackaging.co.uk/product/kraft-burger-box/,300,0
"paper food bags",10,https://takeawaypackaging.co.uk/online-shop/paper-bags-food-carriers/,300,0
"takeaway coffee cups with lids",2,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,250,0
"takeaway food containers",3,https://takeawaypackaging.co.uk/product-category/hot-food-containers/,250,0
"sustainable food packaging",5,https://takeawaypackaging.co.uk/online-shop/,250,28
"biodegradable cups",3,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-clear-cups-lids/,250,0
"kraft boxes",7,https://takeawaypackaging.co.uk/online-shop/hot-food-containers/kraftware/,250,0
"takeaway coffee cup",2,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,250,0
"pizza boxes for sale",3,https://takeawaypackaging.co.uk/online-shop/paper-bags-food-carriers/pizza-boxes/,250,0
"take away coffee cups",2,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,250,0
"brown paper bags with handles",12,https://takeawaypackaging.co.uk/online-shop/paper-bags-food-carriers/twisted-handle-paper-bags/,250,0
"disposable cups with lids",2,https://takeawaypackaging.co.uk/online-shop/disposable-cups/,250,0
"custom greaseproof paper",8,https://takeawaypackaging.co.uk/branded-packaging/custom-printed-greaseproof-paper/,250,2
"paper cups with lids",2,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,250,0
"grease paper",9,https://takeawaypackaging.co.uk/branded-packaging/custom-printed-greaseproof-paper/,250,0
"biodegradable food packaging",2,https://takeawaypackaging.co.uk/online-shop/,250,1
"drink carrier",1,https://takeawaypackaging.co.uk/product/2-cup-carrier/,250,0
"takeaway containers with lids",5,https://takeawaypackaging.co.uk/product/900ml-fastpac-2-compartment-lid-microwavable-container-qty-300/,250,0
"food packaging designer",6,https://takeawaypackaging.co.uk/design-service/,250,0
"food packaging solutions",6,https://takeawaypackaging.co.uk/,250,0
"printed greaseproof paper",4,https://takeawaypackaging.co.uk/branded-packaging/custom-printed-greaseproof-paper/,250,1
"coffee takeaway cup",3,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,200,0
"custom burger boxes",10,https://takeawaypackaging.co.uk/product/kraft-burger-box/,200,0
"food containers takeaway",2,https://takeawaypackaging.co.uk/product-category/hot-food-containers/,200,2
"take away box",6,https://takeawaypackaging.co.uk/,200,2
"paper takeaway bags",2,https://takeawaypackaging.co.uk/online-shop/paper-bags-food-carriers/grab-bags/,200,0
"takeaway packaging supplies",3,https://takeawaypackaging.co.uk/,200,65
"sample packaging",2,https://takeawaypackaging.co.uk/free-packaging-samples/,200,0
"custom takeaway coffee cups",3,https://takeawaypackaging.co.uk/branded-packaging/branded-takeaway-coffee-cups/,200,0
"ice cream tubs with lids wholesale",13,https://takeawaypackaging.co.uk/online-shop/ice-cream-tubs-lids/,200,0
"branded food packaging",10,https://takeawaypackaging.co.uk/branded-packaging/,200,40
"takeaway packaging uk",1,https://takeawaypackaging.co.uk/,200,42
"takeaway packaging suppliers",1,https://takeawaypackaging.co.uk/,200,50
"clear plastic cups with lids",3,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-clear-cups-lids/,200,0
"salad boxes",11,https://takeawaypackaging.co.uk/online-shop/cold-food-containers/salad-boxes/,200,0
"deli pots",3,https://takeawaypackaging.co.uk/online-shop/cold-food-containers/biodegradable-deli-bowls-portion-pots-lids/,200,0
"plastic coffee cups with lids",11,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,200,0
"9oz",11,https://takeawaypackaging.co.uk/product/9oz-clear-cup-100-recycled-rpet-93mm-qty-1000/,200,0
"kraft food boxes",1,https://takeawaypackaging.co.uk/online-shop/hot-food-containers/kraftware/,200,0
"cardboard burger boxes",10,https://takeawaypackaging.co.uk/product/120x120x100mm-premium-burger-box/,200,0
"personalised coffee cups",9,https://takeawaypackaging.co.uk/branded-packaging/branded-takeaway-coffee-cups/,200,1
"custom food packaging",5,https://takeawaypackaging.co.uk/branded-packaging/,200,2
"plant based packaging",1,https://takeawaypackaging.co.uk/a-guide-to-plant-based-packaging/,200,7
"personalised greaseproof paper",9,https://takeawaypackaging.co.uk/branded-packaging/custom-printed-greaseproof-paper/,200,1
"black paper bags",9,https://takeawaypackaging.co.uk/product/320x160x390mm-black-paper-grab-bag-block-bottom-bag-qty-300/,150,0
"coffee lids",6,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,150,0
"take away containers with lids",10,https://takeawaypackaging.co.uk/product/900ml-fastpac-2-compartment-lid-microwavable-container-qty-300/,150,0
"paper coffee cups with lids",13,https://takeawaypackaging.co.uk/online-shop/cups/biodegradable-compostable-eco-cup-lids/,150,0
"biodegradable packaging for food",3,https://takeawaypackaging.co.uk/online-shop/,150,22
"take away food containers",7,https://takeawaypackaging.co.uk/,150,2
"paper boxes for food",7,https://takeawaypackaging.co.uk/online-shop/paper-bags-food-carriers/food-carriers/,150,0
"recyclable cups for hot drinks",7,https://takeawaypackaging.co.uk/online-shop/cups/recyclable-coffee-cups-lids/,150,0
"plastic packaging for food",5,https://takeawaypackaging.co.uk/what-plastic-is-used-for-food-packaging/,150,24
"recyclable food containers",1,https://takeawaypackaging.co.uk/online-shop/hot-food-containers/biodegradable-eco-bowl-and-lids/,150,0
"sustainable food packaging uk",3,https://takeawaypackaging.co.uk/online-shop/,150,34
"takeaway burger boxes",2,https://takeawaypackaging.co.uk/product/kraft-burger-box/,150,0
"eco-friendly food packaging",8,https://takeawaypackaging.co.uk/online-shop/,150,8
"salt and pepper sachets",9,https://takeawaypackaging.co.uk/online-shop/cup-accessories/condiments/,150,0
